,Name,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes
698,George Devolder-Santos,https://ballotpedia.org/George_Devolder-Santos,New York,3,https://www.twitter.com/Santos4Congress,,https://www.twitter.com/Devolder,Republican Party,FALSE,0.435
699,Howard Rabin,https://ballotpedia.org/Howard_Rabin,New York,3,,,,Libertarian Party,FALSE,0.006
700,Kathleen Rice,https://ballotpedia.org/Kathleen_Rice,New York,4,https://www.twitter.com/KathleenRice,https://www.twitter.com/repkathleenrice,,Democratic Party,TRUE,0.561
701,Douglas Tuman,https://ballotpedia.org/Douglas_Tuman,New York,4,https://www.twitter.com/ElectTuman,,https://www.twitter.com/douglastuman,Republican Party,FALSE,0.43
702,Joseph R. Naham,https://ballotpedia.org/Joseph_R._Naham,New York,4,https://www.twitter.com/MrDunes,,,Green Party,FALSE,0.008
703,Gregory W. Meeks,https://ballotpedia.org/Gregory_Meeks,New York,5,https://www.twitter.com/GregMeeksNYC,https://www.twitter.com/repgregorymeeks,,Democratic Party,TRUE,0.993
704,Grace Meng,https://ballotpedia.org/Grace_Meng,New York,6,https://www.twitter.com/grace4ny,https://www.twitter.com/RepGraceMeng,,Democratic Party,TRUE,0.679
705,Thomas Zmich,https://ballotpedia.org/Thomas_Zmich,New York,6,https://www.twitter.com/tomzmich2020,,https://www.twitter.com/tom_zmich,Republican Party,FALSE,0.32
706,Nydia Velazquez,https://ballotpedia.org/Nydia_Velazquez,New York,7,https://www.twitter.com/ReElectNydia,https://www.twitter.com/NydiaVelazquez,,Democratic Party,TRUE,0.848
707,Brian Kelly,https://ballotpedia.org/Brian_Kelly_(New_York),New York,7,,,,Republican Party,FALSE,0.14400000000000000
708,Gilbert Midonnet,https://ballotpedia.org/Gilbert_Midonnet,New York,7,,,,Libertarian Party,FALSE,0.007000000000000000
709,Hakeem Jeffries,https://ballotpedia.org/Hakeem_Jeffries,New York,8,https://www.twitter.com/hakeem_jeffries,https://www.twitter.com/RepJeffries,,Democratic Party,TRUE,0.848
710,Garfield Wallace,https://ballotpedia.org/Garfield_Wallace,New York,8,,,,Republican Party,FALSE,0.152
711,Yvette D. Clarke,https://ballotpedia.org/Yvette_Clarke,New York,9,https://www.twitter.com/VoteYvette,https://www.twitter.com/RepYvetteClarke,,Democratic Party,TRUE,0.83
712,Constantin Jean-Pierre,https://ballotpedia.org/Constantin_Jean-Pierre,New York,9,,,,Republican Party,FALSE,0.159
713,Gary Popkin,https://ballotpedia.org/Gary_Popkin,New York,9,,,https://www.twitter.com/garypopkin,Libertarian Party,FALSE,0.006
714,Joel Anabilah-Azumah,https://ballotpedia.org/Joel_Anabilah-Azumah,New York,9,,,https://www.twitter.com/transportazumah,Serve America Movement Party,FALSE,0.004
715,Jerrold Nadler,https://ballotpedia.org/Jerrold_Nadler,New York,10,https://www.twitter.com/JerryNadler,https://www.twitter.com/RepJerryNadler,,Democratic Party,TRUE,0.745
716,Cathy Bernstein,https://ballotpedia.org/Cathy_Bernstein,New York,10,https://www.twitter.com/CathyCongress,,,Republican Party,FALSE,0.24100000000000000
717,Michael Madrid,https://ballotpedia.org/Michael_Madrid,New York,10,https://www.twitter.com/madrid4nyc,,https://www.twitter.com/kagemusha_,Libertarian Party,FALSE,0.012
718,Max Rose,https://ballotpedia.org/Max_Rose,New York,11,https://www.twitter.com/MaxRose4NY,,,Democratic Party,TRUE,0.46800000000000000
719,Nicole Malliotakis,https://ballotpedia.org/Nicole_Malliotakis,New York,11,https://www.twitter.com/NMalliotakis,https://www.twitter.com/RepMalliotakis,,Republican Party,FALSE,0.531
720,Carolyn B. Maloney,https://ballotpedia.org/Carolyn_Maloney,New York,12,https://www.twitter.com/CarolynBMaloney,https://www.twitter.com/RepMaloney,,Democratic Party,TRUE,0.821
721,Carlos Santiago-Cano,https://ballotpedia.org/Carlos_Santiago-Cano,New York,12,https://www.twitter.com/CarlosforNY12,,,Republican Party,FALSE,0.16400000000000000
722,Steven Kolln,https://ballotpedia.org/Steven_Kolln,New York,12,https://www.twitter.com/stevenkolln,,,Libertarian Party,FALSE,0.012
723,Adriano Espaillat,https://ballotpedia.org/Adriano_Espaillat,New York,13,https://www.twitter.com/EspaillatNY,https://www.twitter.com/RepEspaillat,,Democratic Party,TRUE,0.9080000000000000
724,Lovelynn Gwinn,https://ballotpedia.org/Lovelynn_Gwinn,New York,13,https://www.twitter.com/Love4Congress,,,Republican Party,FALSE,0.078
725,Christopher Morris-Perry,https://ballotpedia.org/Christopher_Morris-Perry,New York,13,,,,Conservative Party,FALSE,0.013000000000000000
726,Alexandria Ocasio-Cortez,https://ballotpedia.org/Alexandria_Ocasio-Cortez,New York,14,https://www.twitter.com/AOC,https://www.twitter.com/RepAOC,,Democratic Party,TRUE,0.716
727,John Cummings,https://ballotpedia.org/John_Cummings_(New_York),New York,14,https://www.twitter.com/cummings2020,,,Republican Party,FALSE,0.27400000000000000
728,Michelle Caruso-Cabrera,https://ballotpedia.org/Michelle_Caruso-Cabrera,New York,14,https://www.twitter.com/MCaruso_Cabrera,,,Serve America Movement Party,FALSE,0.009000000000000000
729,Antoine Tucker,https://ballotpedia.org/Antoine_Tucker,New York,14,https://www.twitter.com/montaga,,,Republican Party,FALSE,0.0
730,Ritchie Torres,https://ballotpedia.org/Ritchie_Torres,New York,15,https://www.twitter.com/RitchieTorres,https://www.twitter.com/RepRitchie,https://www.twitter.com/RitchieTorres,Democratic Party,FALSE,0.887
731,Patrick Delices,https://ballotpedia.org/Patrick_Delices,New York,15,https://www.twitter.com/PD4Congress,,,Republican Party,FALSE,0.111
732,Jamaal Bowman,https://ballotpedia.org/Jamaal_Bowman,New York,16,https://www.twitter.com/JamaalBowmanNY,https://www.twitter.com/RepBowman,https://www.twitter.com/JamaalBowmanNY,Democratic Party,FALSE,0.84
733,Patrick McManus,https://ballotpedia.org/Patrick_McManus,New York,16,,,,Conservative Party,FALSE,0.158
734,Mondaire Jones,https://ballotpedia.org/Mondaire_Jones,New York,17,https://www.twitter.com/MondaireJones,https://www.twitter.com/RepMondaire,,Democratic Party,FALSE,0.593
735,Maureen McArdle Schulman,https://ballotpedia.org/Maureen_McArdle_Schulman,New York,17,https://www.twitter.com/Maureen4NY,,,Republican Party,FALSE,0.35200000000000000
736,Yehudis Gottesfeld,https://ballotpedia.org/Yehudis_Gottesfeld,New York,17,https://www.twitter.com/YehudisForNY,,,Conservative Party,FALSE,0.027000000000000000
737,Joshua Eisen,https://ballotpedia.org/Joshua_Eisen,New York,17,https://www.twitter.com/JoshEisen17,,,ECL Party,FALSE,0.019
738,Michael Parietti,https://ballotpedia.org/Michael_Parietti,New York,17,,,,Serve America Movement Party,FALSE,0.008
739,Sean Maloney,https://ballotpedia.org/Sean_Maloney,New York,18,https://www.twitter.com/spmaloney,https://www.twitter.com/repseanmaloney,,Democratic Party,TRUE,0.5580000000000000
740,Chele Farley,https://ballotpedia.org/Chele_Farley,New York,18,https://www.twitter.com/CheleFarley,,,Republican Party,FALSE,0.43200000000000000
741,Scott Smith,https://ballotpedia.org/Scott_Smith_(New_York),New York,18,https://www.twitter.com/MrSmithCongress,,,Libertarian Party,FALSE,0.009000000000000000
742,Antonio Delgado,https://ballotpedia.org/Antonio_Delgado_(New_York),New York,19,https://www.twitter.com/DelgadoforNY19,https://www.twitter.com/repdelgado,,Democratic Party,TRUE,0.545
743,Kyle Van De Water,https://ballotpedia.org/Kyle_Van_De_Water,New York,19,https://www.twitter.com/Kyle4Congress,,,Republican Party,FALSE,0.429
744,Steven Greenfield,https://ballotpedia.org/Steven_Greenfield,New York,19,https://www.twitter.com/Greenfield4NY19,,,Green Party,FALSE,0.008
745,Victoria Alexander,https://ballotpedia.org/Victoria_Alexander,New York,19,https://www.twitter.com/Alexander4Cong1,,,Libertarian Party,FALSE,0.012
746,Paul Tonko,https://ballotpedia.org/Paul_Tonko,New York,20,https://www.twitter.com/PaulTonko,https://www.twitter.com/reppaultonko,,Democratic Party,TRUE,0.611
747,Elizabeth Joy,https://ballotpedia.org/Elizabeth_Joy,New York,20,https://www.twitter.com/LizLemeryJoy,,,Republican Party,FALSE,0.38800000000000000
748,Elise Stefanik,https://ballotpedia.org/Elise_Stefanik,New York,21,https://www.twitter.com/EliseStefanik,https://www.twitter.com/RepStefanik,,Republican Party,TRUE,0.588
749,Tedra Cobb,https://ballotpedia.org/Tedra_Cobb,New York,21,https://www.twitter.com/TedraCobb,,,Democratic Party,FALSE,0.41100000000000000
750,Anthony Brindisi,https://ballotpedia.org/Anthony_Brindisi,New York,22,https://www.twitter.com/ABrindisiNY,https://www.twitter.com/RepBrindisi,,Democratic Party,TRUE,0.489
751,Claudia Tenney,https://ballotpedia.org/Claudia_Tenney,New York,22,https://www.twitter.com/claudiatenney,,,Republican Party,FALSE,0.489
752,Keith Price,https://ballotpedia.org/Keith_Price,New York,22,,,,Libertarian Party,FALSE,0.021
753,James Desira,https://ballotpedia.org/James_Desira,New York,22,https://www.twitter.com/DesiraFor,,,Independent,FALSE,0.0
754,Tom Reed,https://ballotpedia.org/Tom_Reed_(New_York),New York,23,https://www.twitter.com/TomReedCongress,https://www.twitter.com/RepTomReed,,Republican Party,TRUE,0.5770000000000000
755,Tracy Mitrano,https://ballotpedia.org/Tracy_Mitrano,New York,23,https://www.twitter.com/MitranoForNY23,,,Democratic Party,FALSE,0.41100000000000000
756,Andrew Kolstee,https://ballotpedia.org/Andrew_Kolstee,New York,23,https://www.twitter.com/AndrewKolstee,,,Libertarian Party,FALSE,0.012
757,Scott Noren,https://ballotpedia.org/Scott_Noren,New York,23,https://www.twitter.com/Noren4Congress,,,Democratic Party,FALSE,0.0
758,John Katko,https://ballotpedia.org/John_Katko,New York,24,,https://www.twitter.com/RepJohnKatko,,Republican Party,TRUE,0.531
759,Dana Balter,https://ballotpedia.org/Dana_Balter,New York,24,https://www.twitter.com/dana_balter,,,Democratic Party,FALSE,0.43
760,Steven Williams,https://ballotpedia.org/Steven_Williams_(New_York),New York,24,,,,Working Families Party,FALSE,0.039
761,Joseph Morelle,https://ballotpedia.org/Joseph_Morelle,New York,25,https://www.twitter.com/votemorelle,https://www.twitter.com/repjoemorelle,,Democratic Party,TRUE,0.593
762,George Mitris,https://ballotpedia.org/George_Mitris,New York,25,https://www.twitter.com/GeorgeMitris1,,,Republican Party,FALSE,0.391
763,Kevin Wilson,https://ballotpedia.org/Kevin_Wilson_(New_York),New York,25,https://www.twitter.com/KevinWilsonROC,,,Libertarian Party,FALSE,0.015
764,Brian Higgins,https://ballotpedia.org/Brian_Higgins,New York,26,https://www.twitter.com/Higgins4WNY,https://www.twitter.com/repbrianhiggins,,Democratic Party,TRUE,0.698
765,"Ricky Donovan, Sr.","https://ballotpedia.org/Ricky_Donovan,_Sr.",New York,26,,,,Republican Party,FALSE,0.287
766,Mike Raleigh,https://ballotpedia.org/Mike_Raleigh,New York,26,https://www.twitter.com/MikeForBuffalo,,,Green Party,FALSE,0.014000000000000000
767,Christopher Jacobs,https://ballotpedia.org/Christopher_Jacobs,New York,27,https://www.twitter.com/JacobsNY27,https://www.twitter.com/RepJacobs,,Republican Party,TRUE,0.597
768,Nate McMurray,https://ballotpedia.org/Nate_McMurray,New York,27,https://www.twitter.com/Nate_McMurray,,,Democratic Party,FALSE,0.39
769,Duane Whitmer,https://ballotpedia.org/Duane_Whitmer,New York,27,https://www.twitter.com/WhitmerForNY27,,,Libertarian Party,FALSE,0.013000000000000000
770,G.K. Butterfield,https://ballotpedia.org/G.K._Butterfield,North Carolina,1,,https://www.twitter.com/GKButterfield,,Democratic Party,TRUE,0.542
771,Sandy Smith,https://ballotpedia.org/Sandy_Smith_(North_Carolina),North Carolina,1,https://www.twitter.com/SandySmithNC,,,Republican Party,FALSE,0.45800000000000000
772,Deborah Ross,https://ballotpedia.org/Deborah_Ross,North Carolina,2,https://www.twitter.com/DeborahRossNC,https://www.twitter.com/RepDeborahRoss,,Democratic Party,FALSE,0.63
773,Alan Swain,https://ballotpedia.org/Alan_Swain,North Carolina,2,https://www.twitter.com/swain4congress,,,Republican Party,FALSE,0.348
774,Jeff Matemu,https://ballotpedia.org/Jeff_Matemu,North Carolina,2,,,https://www.twitter.com/JeffNc2,Libertarian Party,FALSE,0.022000000000000000
775,Gregory Murphy,https://ballotpedia.org/Gregory_Murphy,North Carolina,3,https://www.twitter.com/GregMurphyMD,https://www.twitter.com/RepGregMurphy,https://www.twitter.com/GMMD4Greenville,Republican Party,TRUE,0.634
776,Daryl Farrow,https://ballotpedia.org/Daryl_Farrow,North Carolina,3,,,,Democratic Party,FALSE,0.366
777,David Price,https://ballotpedia.org/David_Price,North Carolina,4,,https://www.twitter.com/RepDavidEPrice,,Democratic Party,TRUE,0.6730000000000000
778,Robert Thomas,https://ballotpedia.org/Robert_Thomas_(North_Carolina),North Carolina,4,https://www.twitter.com/robertthomasnc1,,,Republican Party,FALSE,0.327
779,Virginia Foxx,https://ballotpedia.org/Virginia_Foxx,North Carolina,5,https://www.twitter.com/foxxforcongress,https://www.twitter.com/virginiafoxx,,Republican Party,TRUE,0.669
780,David Wilson Brown,https://ballotpedia.org/David_Wilson_Brown,North Carolina,5,https://www.twitter.com/DWB4Congress,,https://www.twitter.com/davidwbrown,Democratic Party,FALSE,0.311
781,Jeff Gregory,https://ballotpedia.org/Jeff_Gregory,North Carolina,5,https://www.twitter.com/JeffGre09936619,,,Constitution Party,FALSE,0.02
782,Kathy Manning,https://ballotpedia.org/Kathy_Manning,North Carolina,6,https://www.twitter.com/KathyManningNC,https://www.twitter.com/RepKManning,,Democratic Party,FALSE,0.623
783,Joseph Lee Haywood,https://ballotpedia.org/Joseph_Haywood,North Carolina,6,https://www.twitter.com/1Haywood,,,Republican Party,FALSE,0.377
784,David Rouzer,https://ballotpedia.org/David_Rouzer,North Carolina,7,https://www.twitter.com/DavidRouzer,https://www.twitter.com/RepDavidRouzer,,Republican Party,TRUE,0.602
785,Christopher Ward,https://ballotpedia.org/Christopher_Ward_(North_Carolina),North Carolina,7,https://www.twitter.com/WardCongress,,,Democratic Party,FALSE,0.396
786,Theresa Everett,https://ballotpedia.org/Theresa_Everett,North Carolina,7,https://www.twitter.com/TerriEverett17,,,Independent,FALSE,0.001
787,Richard Hudson,https://ballotpedia.org/Richard_Hudson,North Carolina,8,https://www.twitter.com/RichHudson,https://www.twitter.com/RepRichHudson,,Republican Party,TRUE,0.5330000000000000
788,Patricia Timmons-Goodson,https://ballotpedia.org/Patricia_Timmons-Goodson,North Carolina,8,https://www.twitter.com/TimmonsGoodson,,,Democratic Party,FALSE,0.467
789,Dan Bishop,https://ballotpedia.org/Dan_Bishop,North Carolina,9,https://www.twitter.com/jdanbishop,https://www.twitter.com/RepDanBishop,,Republican Party,TRUE,0.556
790,Cynthia Wallace,https://ballotpedia.org/Cynthia_Wallace,North Carolina,9,https://www.twitter.com/WallaceCongress,,,Democratic Party,FALSE,0.444
791,Patrick T. McHenry,https://ballotpedia.org/Patrick_McHenry,North Carolina,10,https://www.twitter.com/McHenryCampaign,https://www.twitter.com/PatrickMcHenry,,Republican Party,TRUE,0.6890000000000000
792,David Parker,https://ballotpedia.org/David_Parker_(North_Carolina),North Carolina,10,https://www.twitter.com/Parker4NC10,,,Democratic Party,FALSE,0.311
793,Morris Davis,"https://ballotpedia.org/Morris_""Moe""_Davis",North Carolina,11,https://www.twitter.com/MoeNc11,,https://www.twitter.com/ColMorrisDavis,Democratic Party,FALSE,0.423
794,Madison Cawthorn,https://ballotpedia.org/Madison_Cawthorn,North Carolina,11,https://www.twitter.com/CawthornforNC,https://www.twitter.com/RepCawthorn,,Republican Party,FALSE,0.545
795,Tamara Zwinak,https://ballotpedia.org/Tamara_Zwinak,North Carolina,11,https://www.twitter.com/ZwinakNC11,,,Green Party,FALSE,0.012
796,Tracey DeBruhl,https://ballotpedia.org/Tracey_DeBruhl,North Carolina,11,https://www.twitter.com/TDeBruhl,,,Libertarian Party,FALSE,0.019
797,Alma Adams,https://ballotpedia.org/Alma_Adams,North Carolina,12,https://www.twitter.com/AlmaforCongress,https://www.twitter.com/RepAdams,,Democratic Party,TRUE,1.0
798,Ted Budd,https://ballotpedia.org/Ted_Budd,North Carolina,13,https://www.twitter.com/buddforcongress,https://www.twitter.com/RepTedBudd,,Republican Party,TRUE,0.682
799,Scott Huffman,https://ballotpedia.org/Scott_Huffman,North Carolina,13,https://www.twitter.com/HuffmanForNC,,,Democratic Party,FALSE,0.318
800,Kelly Armstrong,https://ballotpedia.org/Kelly_Armstrong,North Dakota,1,https://www.twitter.com/Armstrong_ND,https://www.twitter.com/RepArmstrongND,https://www.twitter.com/armstrong_km,Republican Party,TRUE,0.69
801,Zach Raknerud,https://ballotpedia.org/Zach_Raknerud,North Dakota,1,https://www.twitter.com/ZachforND,,,Democratic Party,FALSE,0.276
802,Steven Peterson,https://ballotpedia.org/Steven_Peterson_(North_Dakota),North Dakota,1,,,,Libertarian Party,FALSE,0.034
803,Steve Chabot,https://ballotpedia.org/Steve_Chabot,Ohio,1,https://www.twitter.com/SteveChabot,https://www.twitter.com/repstevechabot,,Republican Party,TRUE,0.518
804,Kate Schroder,https://ballotpedia.org/Kate_Schroder,Ohio,1,https://www.twitter.com/KateForCongress,,https://www.twitter.com/kate_schroder,Democratic Party,FALSE,0.446
805,Kevin Kahn,https://ballotpedia.org/Kevin_Kahn,Ohio,1,https://www.twitter.com/Kahn4C,,https://www.twitter.com/kevindkahn,Libertarian Party,FALSE,0.036000000000000000
806,Kiumars Kiani,https://ballotpedia.org/Kiumars_Kiani,Ohio,1,https://www.twitter.com/DrKiumars,,,Independent,FALSE,0.0
807,Brad Wenstrup,https://ballotpedia.org/Brad_Wenstrup,Ohio,2,https://www.twitter.com/BradWenstrup,https://www.twitter.com/RepBradWenstrup,,Republican Party,TRUE,0.611
808,Jaime Castle,https://ballotpedia.org/Jaime_Castle,Ohio,2,https://www.twitter.com/jaimecastleOH,,,Democratic Party,FALSE,0.389
809,James Condit Jr.,https://ballotpedia.org/James_Condit_Jr.,Ohio,2,https://www.twitter.com/jimconditjr,,https://www.twitter.com/JimConditJr,Independent,FALSE,0.0
810,Joyce Beatty,https://ballotpedia.org/Joyce_Beatty,Ohio,3,https://www.twitter.com/JoyceBeatty,https://www.twitter.com/RepBeatty,,Democratic Party,TRUE,0.708
811,Mark Richardson,https://ballotpedia.org/Mark_Richardson_(Ohio),Ohio,3,https://www.twitter.com/RichardsonOH3,,,Republican Party,FALSE,0.29100000000000000
812,Angela Davis,https://ballotpedia.org/Angela_Davis_(Ohio),Ohio,3,,,,Independent,FALSE,0.0
813,Nicholas Moss,https://ballotpedia.org/Nicholas_Moss,Ohio,3,https://www.twitter.com/NickMoss1103,,,Independent,FALSE,0.0
814,Jim Jordan,https://ballotpedia.org/Jim_Jordan_(Ohio),Ohio,4,https://www.twitter.com/Votejimjordan,https://www.twitter.com/Jim_Jordan,,Republican Party,TRUE,0.679
815,Shannon Freshour,https://ballotpedia.org/Shannon_Freshour,Ohio,4,https://www.twitter.com/ShannonFreshour,,,Democratic Party,FALSE,0.293
816,Steve Perkins,https://ballotpedia.org/Steve_Perkins,Ohio,4,,,,Libertarian Party,FALSE,0.028000000000000000
817,Bob Latta,https://ballotpedia.org/Bob_Latta,Ohio,5,https://www.twitter.com/latta4congress,https://www.twitter.com/boblatta,,Republican Party,TRUE,0.68
818,Nick Rubando,https://ballotpedia.org/Nick_Rubando,Ohio,5,https://www.twitter.com/NickRubando,,,Democratic Party,FALSE,0.32
819,Bill Johnson,https://ballotpedia.org/Bill_Johnson_(Ohio),Ohio,6,https://www.twitter.com/JohnsonLeads,https://www.twitter.com/RepBillJohnson,,Republican Party,TRUE,0.7440000000000000
820,Shawna Roberts,https://ballotpedia.org/Shawna_Roberts,Ohio,6,https://www.twitter.com/RobertsOhioD6,,,Democratic Party,FALSE,0.256
821,Bob Gibbs,https://ballotpedia.org/Bob_Gibbs,Ohio,7,https://www.twitter.com/Bob_Gibbs,https://www.twitter.com/repbobgibbs,,Republican Party,TRUE,0.675
822,Quentin Potter,https://ballotpedia.org/Quentin_Potter,Ohio,7,https://www.twitter.com/quentinforoh7,,,Democratic Party,FALSE,0.292
823,Brandon Lape,https://ballotpedia.org/Brandon_Lape,Ohio,7,https://www.twitter.com/LapeforOhio,,,Libertarian Party,FALSE,0.033
824,Warren Davidson,https://ballotpedia.org/Warren_Davidson,Ohio,8,https://www.twitter.com/Vote_Davidson,https://www.twitter.com/warrendavidson,,Republican Party,TRUE,0.69
825,Vanessa Enoch,https://ballotpedia.org/Vanessa_Enoch,Ohio,8,https://www.twitter.com/DrVEnoch,,,Democratic Party,FALSE,0.31
826,Isaac Reed,https://ballotpedia.org/Isaac_Reed,Ohio,8,https://www.twitter.com/IsaacLReed,,,Independent,FALSE,0.0
827,Marcy Kaptur,https://ballotpedia.org/Marcy_Kaptur,Ohio,9,https://www.twitter.com/marcy_kaptur,https://www.twitter.com/RepMarcyKaptur,,Democratic Party,TRUE,0.631
828,Rob Weber,https://ballotpedia.org/Rob_Weber,Ohio,9,https://www.twitter.com/WestPointWeber,,,Republican Party,FALSE,0.369
829,McKenzie Levindofske,https://ballotpedia.org/McKenzie_Levindofske,Ohio,9,,,,Independent,FALSE,0.0
830,Michael Turner,https://ballotpedia.org/Michael_Turner_(Ohio),Ohio,10,https://www.twitter.com/MikeTurnerOH,https://www.twitter.com/RepMikeTurner,,Republican Party,TRUE,0.584
831,Desiree Tims,https://ballotpedia.org/Desiree_Tims,Ohio,10,https://www.twitter.com/TimsDesiree,,,Democratic Party,FALSE,0.41600000000000000
832,Marcia Fudge,https://ballotpedia.org/Marcia_Fudge,Ohio,11,https://www.twitter.com/mlfudge,https://www.twitter.com/RepMarciaFudge,,Democratic Party,TRUE,0.8010000000000000
833,Laverne Gore,https://ballotpedia.org/Laverne_Gore,Ohio,11,https://www.twitter.com/GoreLaverne,,,Republican Party,FALSE,0.19900000000000000
834,Troy Balderson,https://ballotpedia.org/Troy_Balderson,Ohio,12,https://www.twitter.com/Troy_Balderson,https://www.twitter.com/RepBalderson,,Republican Party,TRUE,0.552
835,Alaina Shearer,https://ballotpedia.org/Alaina_Shearer,Ohio,12,https://www.twitter.com/VoteAlaina2020,,https://www.twitter.com/alainashearer,Democratic Party,FALSE,0.418
836,John Stewart,https://ballotpedia.org/John_Stewart_(Ohio),Ohio,12,https://www.twitter.com/electjstewart,,,Libertarian Party,FALSE,0.03
837,Tim Ryan,https://ballotpedia.org/Tim_Ryan_(Ohio),Ohio,13,https://www.twitter.com/timryan,https://www.twitter.com/RepTimRyan,,Democratic Party,TRUE,0.525
838,Christina Hagan,https://ballotpedia.org/Christina_Hagan,Ohio,13,https://www.twitter.com/RepHagan,,,Republican Party,FALSE,0.449
839,Michael Fricke,https://ballotpedia.org/Michael_Fricke,Ohio,13,,,,Libertarian Party,FALSE,0.026000000000000000
840,David Joyce,https://ballotpedia.org/David_Joyce,Ohio,14,https://www.twitter.com/DaveJoyceOH14,https://www.twitter.com/RepDaveJoyce,,Republican Party,TRUE,0.601
841,Hillary O'Connor Mueri,https://ballotpedia.org/Hillary_O'Connor_Mueri,Ohio,14,https://www.twitter.com/HillaryMueri,,,Democratic Party,FALSE,0.39900000000000000
842,Steve Stivers,https://ballotpedia.org/Steve_Stivers,Ohio,15,https://www.twitter.com/stevestivers,https://www.twitter.com/RepSteveStivers,,Republican Party,TRUE,0.634
843,Joel Newby,https://ballotpedia.org/Joel_Newby,Ohio,15,https://www.twitter.com/NewbyOH15,,https://www.twitter.com/joelbnewbyiii,Democratic Party,FALSE,0.366
844,Shane Hoffman,https://ballotpedia.org/Shane_Hoffman,Ohio,15,https://www.twitter.com/ShaneHoffmanUSA,,,American Solidarity Party,FALSE,0.0
845,Anthony Gonzalez,https://ballotpedia.org/Anthony_Gonzalez,Ohio,16,,https://www.twitter.com/RepAGonzalez,https://www.twitter.com/anthonygonzalez,Republican Party,TRUE,0.632
846,Aaron Godfrey,https://ballotpedia.org/Aaron_Godfrey,Ohio,16,https://www.twitter.com/GodfreyForOH16,,,Democratic Party,FALSE,0.368
847,Kevin Hern,https://ballotpedia.org/Kevin_Hern,Oklahoma,1,https://www.twitter.com/krhern,https://www.twitter.com/repkevinhern,,Republican Party,TRUE,0.637
848,Kojo Asamoa-Caesar,https://ballotpedia.org/Kojo_Asamoa-Caesar,Oklahoma,1,https://www.twitter.com/kojoforcongress,,,Democratic Party,FALSE,0.327
849,Evelyn Rogers,https://ballotpedia.org/Evelyn_Rogers,Oklahoma,1,,,,Independent,FALSE,0.036000000000000000
850,Markwayne Mullin,https://ballotpedia.org/Markwayne_Mullin,Oklahoma,2,https://www.twitter.com/MarkwayneMullin,https://www.twitter.com/RepMullin,,Republican Party,TRUE,0.75
851,Danyell Lanier,https://ballotpedia.org/Danyell_Lanier,Oklahoma,2,https://www.twitter.com/danyell_lanier,,,Democratic Party,FALSE,0.22
852,Richard Castaldo,https://ballotpedia.org/Richard_Castaldo,Oklahoma,2,https://www.twitter.com/richiecastaldo,,,Libertarian Party,FALSE,0.03
853,Frank Lucas,https://ballotpedia.org/Frank_Lucas,Oklahoma,3,https://www.twitter.com/FrankDLucas,https://www.twitter.com/RepFrankLucas,,Republican Party,TRUE,0.785
854,Zoe Ann Midyett,https://ballotpedia.org/Zoe_Ann_Midyett,Oklahoma,3,https://www.twitter.com/ZoeCongress2020,,,Democratic Party,FALSE,0.215
855,Tom Cole,https://ballotpedia.org/Tom_Cole_(Oklahoma),Oklahoma,4,,https://www.twitter.com/TomColeOK04,,Republican Party,TRUE,0.6780000000000000
856,Mary Brannon,https://ballotpedia.org/Mary_Brannon,Oklahoma,4,https://www.twitter.com/ElectBrannon,,,Democratic Party,FALSE,0.28800000000000000
857,Bob White,https://ballotpedia.org/Bob_White_(Oklahoma),Oklahoma,4,,,,Libertarian Party,FALSE,0.034
858,Kendra Horn,https://ballotpedia.org/Kendra_Horn,Oklahoma,5,https://www.twitter.com/HornForCongress,,,Democratic Party,TRUE,0.479
859,Stephanie Bice,https://ballotpedia.org/Stephanie_Bice,Oklahoma,5,https://www.twitter.com/stephaniebice,https://www.twitter.com/RepBice,,Republican Party,FALSE,0.521
860,Suzanne Bonamici,https://ballotpedia.org/Suzanne_Bonamici,Oregon,1,,https://www.twitter.com/repbonamici,,Democratic Party,TRUE,0.6460000000000000
861,Christopher Christensen,https://ballotpedia.org/Christopher_Christensen,Oregon,1,,,,Republican Party,FALSE,0.35200000000000000
862,Alex Spenser,https://ballotpedia.org/Alex_Spenser,Oregon,2,https://www.twitter.com/spenser2020,,,Democratic Party,FALSE,0.369
863,Cliff Bentz,https://ballotpedia.org/Cliff_Bentz,Oregon,2,https://www.twitter.com/CliffBentz,https://www.twitter.com/RepBentz,,Republican Party,FALSE,0.599
864,Robert Werch,https://ballotpedia.org/Robert_Werch,Oregon,2,,,https://www.twitter.com/RawFlyer,Libertarian Party,FALSE,0.031
865,Earl Blumenauer,https://ballotpedia.org/Earl_Blumenauer,Oregon,3,https://www.twitter.com/repblumenauer,,,Democratic Party,TRUE,0.73
866,Joanna Harbour,https://ballotpedia.org/Joanna_Harbour,Oregon,3,https://www.twitter.com/joanna4oregon,,,Republican Party,FALSE,0.235
867,Josh Solomon,https://ballotpedia.org/Josh_Solomon,Oregon,3,,,,Libertarian Party,FALSE,0.015
868,Alex DiBlasi,https://ballotpedia.org/Alex_DiBlasi,Oregon,3,https://www.twitter.com/Alex4Oregon,,,Pacific Green Party,FALSE,0.019
869,Peter DeFazio,https://ballotpedia.org/Peter_DeFazio,Oregon,4,https://www.twitter.com/defazio4oregon,https://www.twitter.com/RepPeterDeFazio,,Democratic Party,TRUE,0.515
